EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,StockOptionLevel,PercentSalaryHike,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,RelationshipSatisfaction,PerformanceRating,TrainingTimesLastYear,BusinessTravel,OverTime,NumCompaniesWorked,JobInvolvement,Attrition
EMP002960,37,Male,Single,4,Marketing,HR,Human Resources,3,0,0,0,0,10044,1,14,1,4,1,1,1,3,1,Travel_Rarely,Yes,0,3,0
EMP002961,35,Female,Married,1,Life Sciences,HR,Human Resources,3,4,0,0,0,9306,0,11,7,2,2,3,1,3,2,Travel_Frequently,No,1,4,1
EMP002962,32,Male,Single,5,Technical Degree,IT,Data Scientist,1,6,3,0,3,4706,1,16,3,4,4,1,1,4,3,Non-Travel,No,0,4,0
EMP002963,19,Female,Single,5,Marketing,R&D,Research Director,1,1,1,1,0,2654,0,16,6,2,3,3,3,2,3,Travel_Rarely,No,0,1,0
EMP002964,27,Male,Single,5,Other,R&D,Manager,2,3,2,0,1,5629,0,8,14,4,3,3,4,4,2,Travel_Rarely,No,1,2,0
EMP002965,42,Female,Single,5,Life Sciences,Sales,Sales Representative,3,18,0,0,0,12623,1,13,11,1,4,3,2,3,2,Non-Travel,No,0,4,0
EMP002966,33,Male,Married,1,Medical,Marketing,Marketing Specialist,2,0,0,0,0,5194,0,15,1,3,3,1,4,4,5,Non-Travel,Yes,0,2,0
EMP002967,38,Female,Married,5,Life Sciences,IT,Software Engineer,4,20,0,0,0,14663,1,13,3,1,3,4,3,4,1,Travel_Rarely,No,0,2,0
EMP002968,19,Male,Single,3,Marketing,Sales,Sales Representative,1,1,1,1,1,2747,0,14,14,3,4,2,4,1,0,Travel_Rarely,No,0,4,0
EMP002969,19,Male,Single,5,Other,R&D,Research Director,2,1,1,1,1,5416,0,14,20,3,3,1,2,4,6,Travel_Rarely,No,1,3,1
EMP002970,28,Female,Married,2,Other,R&D,Laboratory Technician,2,6,0,0,0,6767,1,11,2,4,1,1,3,4,5,Travel_Rarely,Yes,7,3,0
EMP002971,32,Female,Married,3,Medical,IT,Software Engineer,1,1,1,0,1,2684,0,8,3,4,3,1,1,4,1,Travel_Rarely,Yes,0,3,0
EMP002972,33,Male,Single,1,Technical Degree,R&D,Laboratory Technician,2,6,6,0,0,5796,0,15,12,2,3,4,2,2,1,Travel_Frequently,No,0,4,0
EMP002973,26,Female,Married,1,Life Sciences,HR,Human Resources,3,2,2,2,1,11218,2,9,0,4,1,3,3,4,2,Travel_Rarely,No,1,3,0
EMP002974,28,Female,Single,5,Life Sciences,Sales,Manager,2,10,2,2,2,7481,1,10,1,2,2,4,4,1,1,Travel_Rarely,Yes,2,3,0
EMP002975,21,Female,Single,4,Other,HR,Manager,1,0,0,0,0,2888,1,14,18,3,4,3,2,4,3,Travel_Rarely,Yes,0,4,0
EMP002976,30,Male,Married,3,Life Sciences,R&D,Research Director,2,12,0,0,0,8135,0,17,9,2,4,1,3,3,2,Non-Travel,Yes,3,4,0
EMP002977,22,Male,Married,3,Life Sciences,Sales,Sales Executive,1,4,2,2,2,4132,0,5,5,4,4,2,1,4,1,Travel_Frequently,Yes,1,3,0
EMP002978,35,Male,Married,4,Medical,HR,Manager,3,0,0,0,0,8274,1,12,2,4,3,3,1,2,2,Non-Travel,No,1,4,0
EMP002979,28,Female,Single,3,Medical,HR,Manager,1,2,0,0,0,3512,0,13,2,2,3,1,2,3,2,Travel_Frequently,No,0,3,1
EMP002980,35,Female,Married,4,Life Sciences,Operations,Operations Specialist,2,0,0,0,0,4503,0,6,18,1,3,4,3,3,3,Travel_Rarely,No,0,3,1
EMP002981,25,Female,Single,3,Technical Degree,IT,Data Scientist,2,4,4,0,4,6507,0,11,12,3,2,4,4,4,0,Travel_Rarely,Yes,6,4,0
EMP002982,30,Male,Single,4,Medical,R&D,Research Director,1,12,1,1,1,5040,0,10,1,2,3,2,2,3,0,Non-Travel,Yes,2,2,0
EMP002983,25,Male,Single,5,Medical,Marketing,Marketing Specialist,2,0,0,0,0,5653,0,13,8,1,2,3,3,3,2,Non-Travel,No,3,1,0
EMP002984,23,Female,Single,3,Life Sciences,IT,Data Scientist,2,1,0,0,0,5906,1,14,0,4,3,3,3,3,4,Travel_Rarely,No,0,1,0
EMP002985,26,Male,Married,3,Marketing,R&D,Manager,2,7,0,0,0,5976,0,13,0,3,1,1,4,4,0,Travel_Rarely,No,0,2,0
EMP002986,24,Female,Single,5,Technical Degree,R&D,Laboratory Technician,2,3,1,1,0,4334,0,7,17,4,4,2,1,3,6,Travel_Frequently,No,2,2,0
EMP002987,36,Male,Divorced,5,Other,Operations,Operations Specialist,4,2,0,0,0,13689,3,14,13,2,4,3,3,1,3,Travel_Rarely,Yes,2,4,0
EMP002988,28,Male,Married,5,Human Resources,HR,Manager,1,4,4,1,0,4151,0,10,20,2,1,3,4,4,4,Travel_Rarely,No,5,3,0
EMP002989,26,Female,Married,4,Medical,IT,Data Scientist,2,1,0,0,0,5526,0,19,26,4,3,2,1,4,1,Travel_Rarely,No,0,3,0
EMP002990,29,Male,Married,3,Human Resources,Sales,Sales Representative,3,1,1,1,0,6448,0,17,6,3,3,3,2,3,1,Travel_Rarely,No,2,3,0
EMP002991,26,Male,Married,3,Life Sciences,IT,Software Engineer,1,8,1,0,0,4734,0,11,10,2,3,4,2,3,1,Travel_Rarely,Yes,0,3,0
EMP002992,27,Female,Married,1,Life Sciences,R&D,Research Director,2,2,2,1,1,6722,1,15,19,3,3,2,3,4,1,Travel_Rarely,No,2,3,0
EMP002993,33,Female,Married,4,Technical Degree,Sales,Sales Executive,2,6,1,1,1,7432,1,7,3,2,3,2,4,4,2,Non-Travel,No,2,3,0
EMP002994,28,Female,Married,3,Life Sciences,IT,Data Scientist,3,0,0,0,0,9504,0,11,0,4,1,1,3,4,2,Travel_Frequently,No,1,3,0
EMP002995,27,Female,Married,4,Life Sciences,IT,Manager,1,2,0,0,0,3663,1,17,9,3,2,3,3,3,1,Non-Travel,No,1,2,0
EMP002996,36,Male,Married,5,Other,R&D,Laboratory Technician,2,4,1,1,0,6180,0,10,5,1,3,3,2,3,2,Non-Travel,No,1,3,0
EMP002997,22,Male,Single,5,Technical Degree,R&D,Research Scientist,1,1,0,0,0,2976,0,17,12,3,1,3,4,3,3,Travel_Rarely,No,0,3,0
EMP002998,25,Male,Married,1,Life Sciences,Sales,Sales Representative,1,2,0,0,0,4149,0,10,12,4,2,1,2,2,0,Travel_Rarely,Yes,2,3,0
EMP002999,26,Male,Married,3,Technical Degree,Sales,Sales Executive,1,7,0,0,0,4488,0,14,8,4,1,3,4,3,7,Travel_Rarely,No,1,4,0
EMP003000,40,Male,Married,4,Technical Degree,R&D,Manager,3,0,0,0,0,9396,1,13,2,3,1,4,2,2,3,Travel_Frequently,Yes,1,2,0
EMP003001,29,Female,Single,3,Other,Sales,Sales Executive,2,3,1,1,0,5383,0,6,29,1,3,4,3,3,4,Travel_Rarely,No,0,1,0
EMP003002,27,Male,Married,4,Marketing,R&D,Manager,2,1,0,0,0,5661,0,17,10,3,2,2,2,4,2,Travel_Rarely,No,2,2,1
EMP003003,21,Female,Single,5,Technical Degree,IT,Manager,1,2,0,0,0,3351,0,17,9,3,3,2,2,3,1,Travel_Rarely,No,0,3,0
EMP003004,24,Male,Married,3,Technical Degree,Sales,Sales Representative,1,2,0,0,0,2718,1,5,16,4,2,3,2,3,1,Travel_Frequently,No,2,4,0
EMP003005,33,Male,Single,3,Technical Degree,Sales,Sales Representative,2,5,0,0,0,5433,0,12,6,4,1,2,4,2,3,Travel_Rarely,No,1,4,0
EMP003006,23,Male,Married,3,Marketing,Marketing,Marketing Specialist,1,5,5,0,1,3821,0,11,10,4,1,1,2,3,3,Travel_Rarely,Yes,0,2,1
EMP003007,31,Female,Single,4,Marketing,IT,Data Scientist,2,3,3,0,3,6744,1,15,6,4,3,3,2,4,2,Travel_Rarely,No,5,4,0
EMP003008,39,Male,Single,3,Medical,Sales,Manager,3,0,0,0,0,6671,0,16,10,2,1,3,2,4,0,Non-Travel,Yes,1,2,0
EMP003009,27,Female,Single,4,Human Resources,Sales,Sales Executive,1,9,0,0,0,4356,1,13,9,3,1,4,3,3,3,Non-Travel,No,0,2,0
EMP003010,25,Female,Single,5,Medical,IT,Manager,3,1,1,0,0,7326,2,11,2,4,2,4,3,4,0,Travel_Rarely,Yes,1,2,1
EMP003011,21,Male,Single,3,Life Sciences,R&D,Research Director,2,3,3,1,0,6513,0,14,12,4,4,4,3,4,3,Travel_Rarely,No,0,3,0
EMP003012,29,Male,Single,5,Technical Degree,IT,Software Engineer,2,3,0,0,0,5491,1,11,17,4,3,3,4,3,2,Travel_Rarely,Yes,0,3,0
EMP003013,32,Female,Married,4,Life Sciences,R&D,Laboratory Technician,2,1,1,1,1,5112,0,12,13,3,3,4,2,2,4,Travel_Rarely,No,0,1,0
EMP003014,22,Male,Single,5,Marketing,Operations,Operations Manager,2,4,4,0,0,6407,0,13,19,2,2,4,1,4,2,Travel_Rarely,No,2,3,0
EMP003015,19,Male,Married,2,Life Sciences,IT,Software Engineer,1,1,1,1,1,3948,0,14,3,1,3,4,2,4,4,Travel_Rarely,No,2,4,0
EMP003016,29,Female,Single,3,Marketing,Sales,Sales Executive,2,3,3,1,1,7074,0,16,4,2,2,2,3,3,3,Travel_Rarely,No,0,4,0
EMP003017,26,Female,Single,3,Other,R&D,Laboratory Technician,2,2,0,0,0,6565,0,11,10,1,3,2,4,4,4,Travel_Rarely,No,0,3,1
EMP003018,38,Male,Married,3,Technical Degree,HR,Human Resources,3,0,0,0,0,7779,2,17,6,2,4,2,3,3,1,Non-Travel,No,0,4,0
EMP003019,21,Male,Married,2,Life Sciences,Sales,Manager,1,3,3,2,3,3429,0,15,22,4,3,4,4,3,1,Non-Travel,No,2,4,0
EMP003020,39,Male,Married,5,Human Resources,Sales,Sales Executive,2,0,0,0,0,4883,0,16,14,2,2,3,3,4,1,Travel_Rarely,No,0,2,0
EMP003021,29,Male,Married,3,Medical,Sales,Sales Executive,1,1,1,1,1,2421,1,9,17,4,2,2,4,3,3,Travel_Rarely,No,0,2,0
EMP003022,28,Male,Single,5,Medical,R&D,Manager,2,0,0,0,0,3945,0,13,3,4,3,4,3,3,4,Travel_Rarely,No,1,4,0
EMP003023,36,Male,Married,4,Medical,HR,Manager,2,0,0,0,0,5466,1,11,8,1,4,3,4,3,3,Travel_Rarely,No,0,1,0
EMP003024,38,Male,Married,2,Human Resources,Sales,Manager,3,8,3,3,0,7761,2,6,22,4,3,1,3,4,2,Travel_Frequently,Yes,3,4,1
EMP003025,26,Female,Married,3,Life Sciences,IT,Data Scientist,2,8,0,0,0,5814,1,5,5,4,4,3,1,3,3,Non-Travel,No,2,4,0
EMP003026,32,Female,Single,5,Technical Degree,HR,Manager,1,4,2,1,0,3885,0,8,10,2,4,4,4,3,4,Travel_Frequently,No,2,3,0
EMP003027,28,Female,Married,4,Medical,Operations,Operations Manager,1,10,1,1,0,4523,0,11,7,2,2,2,4,3,2,Non-Travel,No,1,3,0
EMP003028,22,Female,Single,1,Life Sciences,IT,Data Scientist,1,4,1,1,1,3547,0,12,8,4,3,3,3,4,3,Travel_Frequently,Yes,0,2,0
EMP003029,31,Male,Married,5,Other,Operations,Operations Specialist,2,5,0,0,0,5591,1,12,6,1,3,3,1,3,2,Travel_Rarely,No,1,3,0
EMP003030,27,Male,Married,3,Marketing,Operations,Operations Specialist,1,9,0,0,0,3711,0,14,5,3,3,4,4,4,4,Non-Travel,No,0,4,0
EMP003031,24,Female,Single,4,Technical Degree,R&D,Manager,1,0,0,0,0,2973,1,14,16,2,4,3,4,3,3,Non-Travel,No,2,4,0
EMP003032,24,Male,Single,3,Life Sciences,R&D,Laboratory Technician,1,0,0,0,0,2833,1,12,9,4,2,2,2,4,2,Travel_Rarely,Yes,3,2,0
EMP003033,33,Male,Single,3,Technical Degree,R&D,Laboratory Technician,1,0,0,0,0,2896,0,15,11,3,4,4,2,3,2,Travel_Rarely,No,1,3,0
EMP003034,29,Male,Married,3,Technical Degree,R&D,Research Director,1,2,0,0,0,2775,1,6,7,3,2,2,1,3,3,Non-Travel,No,1,2,0
EMP003035,26,Male,Married,5,Medical,Sales,Sales Representative,3,8,2,0,0,8568,1,10,25,4,3,3,2,3,2,Travel_Frequently,No,3,3,0
EMP003036,26,Male,Married,5,Marketing,IT,Manager,1,8,1,0,1,4402,1,16,7,3,1,1,4,2,2,Travel_Rarely,Yes,0,4,1
EMP003037,21,Male,Single,3,Human Resources,Sales,Sales Executive,1,3,0,0,0,3108,0,7,15,1,3,2,3,2,2,Travel_Rarely,No,0,4,0
EMP003038,36,Male,Divorced,3,Technical Degree,Sales,Manager,2,2,0,0,0,5010,1,10,29,2,4,2,3,4,1,Travel_Frequently,Yes,1,2,0
EMP003039,28,Female,Married,2,Medical,Sales,Sales Executive,2,8,5,4,0,8455,0,10,16,2,3,3,4,2,5,Travel_Frequently,No,1,4,1
EMP003040,30,Male,Single,2,Technical Degree,Operations,Operations Specialist,1,1,0,0,0,3350,0,17,4,1,4,2,2,3,0,Travel_Rarely,Yes,4,4,0
EMP003041,30,Female,Married,3,Technical Degree,Sales,Manager,2,4,0,0,0,5465,1,11,0,2,4,3,3,4,0,Travel_Rarely,Yes,0,3,0
EMP003042,40,Female,Single,3,Life Sciences,Marketing,Marketing Manager,3,6,0,0,0,9076,1,18,24,2,3,3,4,3,3,Non-Travel,No,2,3,0
EMP003043,29,Female,Single,1,Marketing,Sales,Manager,2,0,0,0,0,5914,0,16,26,3,2,3,2,4,4,Travel_Frequently,Yes,2,3,0
EMP003044,24,Male,Single,3,Human Resources,IT,Manager,2,6,0,0,0,5730,0,14,3,2,3,3,3,2,2,Non-Travel,No,0,3,1
EMP003045,29,Female,Married,4,Other,R&D,Research Director,2,6,0,0,0,6396,0,10,11,4,3,4,2,3,4,Travel_Rarely,No,2,3,0
EMP003046,19,Male,Single,5,Technical Degree,R&D,Research Director,2,1,0,0,0,6202,0,9,2,2,2,4,3,3,2,Travel_Rarely,No,1,4,0
EMP003047,26,Male,Single,4,Life Sciences,Operations,Operations Manager,1,0,0,0,0,2978,1,17,13,4,2,3,4,3,1,Travel_Rarely,No,1,3,0
EMP003048,32,Female,Married,4,Human Resources,Sales,Sales Representative,2,5,1,0,1,5830,1,7,20,3,1,2,2,1,2,Travel_Rarely,Yes,0,2,0
EMP003049,24,Male,Single,3,Marketing,Sales,Manager,2,2,2,2,1,6528,1,18,1,4,4,4,2,4,3,Travel_Frequently,No,0,2,0
EMP003050,40,Male,Single,3,Life Sciences,HR,Human Resources,3,6,2,1,1,10429,1,15,2,2,3,1,4,3,2,Travel_Rarely,No,1,4,0
EMP003051,22,Male,Married,4,Technical Degree,IT,Manager,1,0,0,0,0,3239,0,12,15,1,2,4,2,4,2,Travel_Rarely,No,1,3,0
EMP003052,33,Male,Single,4,Other,Operations,Operations Specialist,2,4,0,0,0,5722,0,13,7,3,2,3,4,3,5,Travel_Rarely,No,1,2,0
EMP003053,25,Male,Married,3,Life Sciences,IT,Data Scientist,1,2,1,0,1,2877,0,9,19,3,3,4,3,1,1,Travel_Rarely,No,2,1,0
EMP003054,43,Female,Married,3,Other,HR,Human Resources,2,2,0,0,0,6925,0,18,13,4,3,2,2,1,3,Travel_Frequently,No,5,3,0
EMP003055,29,Male,Married,5,Other,R&D,Manager,1,3,3,1,3,4098,1,23,11,2,3,3,4,4,7,Non-Travel,No,0,4,0
EMP003056,23,Male,Single,4,Life Sciences,HR,Human Resources,1,0,0,0,0,2963,1,11,4,2,1,2,2,4,5,Travel_Rarely,Yes,1,2,1
EMP003057,36,Female,Divorced,4,Other,HR,Manager,2,13,0,0,0,8498,0,8,7,3,2,4,2,3,2,Non-Travel,No,2,1,0
EMP003058,31,Female,Married,4,Other,Sales,Sales Executive,1,6,6,1,0,4653,0,15,14,3,1,2,4,3,1,Travel_Frequently,No,1,4,0
EMP003059,35,Female,Married,2,Life Sciences,IT,Manager,3,0,0,0,0,7268,0,16,20,3,2,2,3,4,1,Travel_Rarely,Yes,2,2,0
EMP003060,35,Female,Divorced,3,Life Sciences,Sales,Manager,2,0,0,0,0,4791,0,11,2,2,4,3,4,3,1,Travel_Rarely,No,1,2,0
EMP003061,25,Female,Divorced,5,Medical,R&D,Manager,2,1,1,0,0,5784,1,14,9,2,2,3,2,3,1,Travel_Rarely,No,3,3,0
EMP003062,45,Female,Single,3,Medical,R&D,Laboratory Technician,3,1,1,1,0,7147,0,15,2,4,3,2,3,3,2,Travel_Rarely,Yes,2,3,0
EMP003063,38,Male,Married,3,Technical Degree,R&D,Manager,2,3,1,1,1,6116,0,10,13,3,2,1,3,4,3,Travel_Rarely,No,0,4,0
EMP003064,35,Female,Married,4,Medical,HR,Manager,4,3,0,0,0,12190,2,9,0,4,4,2,3,4,3,Travel_Frequently,No,0,4,0
EMP003065,28,Female,Married,3,Human Resources,Sales,Sales Representative,1,0,0,0,0,2660,0,10,12,3,3,3,3,3,6,Non-Travel,No,0,3,0
EMP003066,21,Female,Single,4,Human Resources,Sales,Manager,2,3,2,2,0,4899,0,18,15,1,3,2,4,2,1,Travel_Rarely,No,1,3,0
EMP003067,20,Female,Single,2,Medical,Sales,Manager,1,2,2,1,2,3298,1,13,5,1,3,2,3,2,3,Non-Travel,No,1,2,1
EMP003068,21,Male,Single,4,Marketing,Sales,Sales Executive,2,3,1,0,1,5828,0,18,0,4,4,3,3,1,3,Travel_Rarely,No,2,1,0
EMP003069,25,Male,Married,4,Marketing,Sales,Manager,2,1,1,1,1,4758,1,13,17,2,2,3,4,3,1,Travel_Rarely,No,0,3,0
EMP003070,26,Female,Married,3,Marketing,IT,Software Engineer,3,8,0,0,0,9171,1,11,11,2,2,4,4,4,3,Travel_Frequently,No,1,1,0
EMP003071,25,Male,Single,3,Medical,R&D,Laboratory Technician,1,1,1,0,0,3282,0,16,15,4,4,1,1,3,0,Non-Travel,No,1,3,0
EMP003072,37,Female,Married,3,Life Sciences,R&D,Research Director,4,1,1,1,1,17407,2,11,1,4,4,3,2,2,0,Travel_Rarely,No,1,3,0
EMP003073,32,Male,Divorced,3,Life Sciences,HR,Manager,2,2,0,0,0,5645,0,16,7,3,4,4,3,2,4,Non-Travel,No,2,3,0
EMP003074,40,Female,Married,3,Life Sciences,IT,Manager,3,0,0,0,0,8494,0,12,8,1,2,3,3,3,2,Travel_Frequently,No,1,1,0
EMP003075,25,Female,Married,3,Other,Sales,Manager,1,0,0,0,0,2999,0,16,5,1,4,3,4,3,1,Travel_Rarely,Yes,0,4,0
EMP003076,32,Male,Married,4,Life Sciences,Marketing,Marketing Manager,1,3,0,0,0,4550,0,12,1,3,2,4,2,2,3,Non-Travel,No,2,3,0
EMP003077,40,Male,Married,4,Life Sciences,Operations,Operations Manager,3,10,5,2,1,7632,2,12,5,1,4,2,4,3,3,Travel_Rarely,Yes,1,3,0
EMP003078,40,Male,Single,3,Marketing,Sales,Sales Representative,3,14,1,0,1,9492,1,15,8,3,2,3,1,4,2,Non-Travel,No,1,3,0
EMP003079,18,Female,Single,2,Life Sciences,IT,Manager,1,1,1,1,0,2824,0,10,5,3,1,3,4,2,1,Travel_Rarely,Yes,2,4,1
EMP003080,24,Female,Single,1,Life Sciences,Sales,Sales Representative,1,2,2,0,2,3797,0,6,11,1,3,2,3,2,7,Travel_Rarely,No,1,1,0
EMP003081,20,Male,Single,4,Marketing,Sales,Manager,1,1,1,0,0,2996,1,15,22,4,2,4,3,4,4,Travel_Rarely,No,0,2,0
EMP003082,30,Male,Divorced,3,Marketing,R&D,Manager,1,1,0,0,0,3561,0,15,2,1,1,3,4,3,5,Travel_Rarely,No,0,3,0
EMP003083,32,Female,Single,1,Life Sciences,IT,Data Scientist,1,3,2,0,2,2445,0,9,6,2,2,2,4,3,2,Travel_Frequently,No,0,2,0
EMP003084,25,Female,Married,3,Medical,IT,Data Scientist,2,3,0,0,0,5842,0,11,40,4,3,2,3,3,2,Non-Travel,No,1,4,0
EMP003085,35,Male,Married,5,Medical,R&D,Laboratory Technician,3,3,1,0,1,7118,1,5,17,4,3,2,2,2,3,Travel_Rarely,Yes,1,4,0
EMP003086,27,Male,Single,4,Marketing,R&D,Research Director,2,1,1,1,0,5859,1,17,14,1,1,3,3,3,3,Travel_Rarely,No,1,4,0
EMP003087,23,Female,Single,5,Technical Degree,R&D,Research Scientist,1,4,4,4,1,3313,0,16,12,4,3,4,4,3,2,Travel_Rarely,Yes,0,1,0
EMP003088,28,Female,Married,2,Life Sciences,R&D,Manager,3,4,2,0,1,7855,2,12,13,2,1,2,3,4,3,Travel_Frequently,Yes,1,3,1
EMP003089,20,Female,Single,2,Medical,Marketing,Marketing Specialist,1,2,0,0,0,2779,0,8,12,2,4,1,1,1,6,Non-Travel,Yes,0,3,1
EMP003090,33,Male,Married,1,Technical Degree,HR,Manager,2,7,0,0,0,5564,0,12,8,4,3,2,2,4,5,Travel_Rarely,No,2,3,0
EMP003091,41,Female,Single,5,Other,R&D,Research Scientist,2,2,0,0,0,5370,1,13,8,3,1,3,3,2,3,Travel_Frequently,Yes,0,3,0
EMP003092,36,Male,Divorced,3,Other,R&D,Laboratory Technician,3,2,1,1,1,7958,1,8,5,1,3,4,4,3,0,Travel_Frequently,No,2,2,0
EMP003093,33,Female,Single,3,Medical,Operations,Operations Specialist,1,1,1,0,1,2870,0,19,5,3,3,2,3,2,2,Travel_Rarely,No,1,3,0
EMP003094,34,Male,Married,3,Marketing,IT,Manager,2,0,0,0,0,3813,0,20,2,4,2,1,1,3,1,Travel_Rarely,No,2,4,0
EMP003095,27,Male,Single,4,Marketing,Sales,Sales Executive,2,0,0,0,0,4443,0,16,1,3,2,4,2,3,1,Travel_Rarely,Yes,8,2,0
EMP003096,34,Male,Single,3,Other,R&D,Laboratory Technician,2,0,0,0,0,5796,0,10,8,2,3,1,4,4,1,Travel_Frequently,No,3,3,0
EMP003097,25,Female,Married,3,Technical Degree,R&D,Research Director,1,2,2,0,1,3464,0,12,15,2,4,2,3,3,2,Travel_Frequently,Yes,1,1,1
EMP003098,26,Male,Married,5,Medical,Operations,Operations Manager,2,8,1,1,0,6884,0,12,6,4,3,2,1,3,4,Travel_Rarely,No,0,1,0
EMP003099,32,Male,Married,3,Life Sciences,R&D,Research Director,3,3,3,1,0,10260,0,20,17,2,2,3,3,4,0,Travel_Frequently,No,4,3,0
EMP003100,27,Female,Married,4,Medical,Sales,Manager,1,6,4,0,4,4605,0,12,5,4,4,2,3,3,2,Non-Travel,No,0,4,0
EMP003101,29,Male,Married,3,Life Sciences,R&D,Research Scientist,2,2,0,0,0,6333,0,5,3,4,3,1,4,3,3,Non-Travel,No,0,2,1
EMP003102,25,Male,Divorced,4,Human Resources,R&D,Research Scientist,1,2,1,1,1,3482,1,9,2,4,3,4,2,3,2,Non-Travel,No,4,3,0
EMP003103,36,Male,Married,3,Life Sciences,HR,Human Resources,3,0,0,0,0,7291,0,14,5,4,3,3,3,3,4,Travel_Rarely,No,0,1,0
EMP003104,30,Female,Married,2,Life Sciences,Sales,Sales Executive,2,1,0,0,0,5272,0,16,11,3,4,4,2,3,3,Travel_Rarely,Yes,0,4,0
EMP003105,37,Female,Married,4,Other,Sales,Manager,3,13,0,0,0,10730,1,11,16,4,2,1,3,2,6,Travel_Rarely,No,3,4,0
EMP003106,22,Female,Single,3,Life Sciences,Sales,Sales Representative,1,3,1,1,1,2695,0,10,3,4,4,4,1,3,4,Travel_Rarely,No,1,2,0
EMP003107,25,Female,Married,5,Life Sciences,R&D,Laboratory Technician,3,1,1,1,0,7784,2,10,10,2,4,2,3,4,0,Travel_Rarely,Yes,4,4,0
EMP003108,29,Male,Married,4,Medical,R&D,Manager,3,5,2,0,1,10288,1,9,5,2,4,3,2,4,3,Travel_Frequently,No,0,1,0
EMP003109,34,Female,Married,4,Marketing,IT,Manager,3,2,2,0,1,6007,0,10,18,3,3,3,3,1,1,Travel_Frequently,No,1,2,0
EMP003110,27,Male,Single,2,Medical,R&D,Manager,2,8,2,0,1,5285,1,11,8,3,4,4,4,4,5,Travel_Rarely,No,0,3,0
EMP003111,41,Male,Married,4,Medical,Sales,Sales Representative,3,0,0,0,0,6745,0,19,32,1,4,3,1,3,0,Travel_Rarely,No,3,3,0
EMP003112,22,Male,Single,4,Life Sciences,IT,Manager,1,3,0,0,0,3318,0,14,14,2,4,2,4,1,2,Travel_Rarely,No,0,2,0
EMP003113,29,Male,Married,4,Marketing,Marketing,Marketing Specialist,2,8,0,0,0,6449,0,8,9,1,2,2,2,3,6,Travel_Rarely,No,0,4,1
EMP003114,39,Male,Married,3,Medical,R&D,Laboratory Technician,3,9,0,0,0,12016,0,14,16,3,1,2,2,2,0,Travel_Rarely,Yes,1,2,0
EMP003115,42,Male,Married,5,Technical Degree,R&D,Manager,4,2,2,0,2,13684,1,6,28,4,3,2,2,2,4,Travel_Frequently,Yes,1,2,0
EMP003116,27,Female,Divorced,3,Medical,IT,Software Engineer,2,6,6,2,1,6389,0,7,23,4,3,2,1,3,1,Travel_Rarely,No,0,2,1
EMP003117,21,Male,Single,2,Medical,Sales,Manager,1,3,0,0,0,3517,0,9,4,3,2,2,2,2,3,Travel_Rarely,No,0,1,0
EMP003118,28,Female,Divorced,5,Marketing,Marketing,Marketing Manager,2,4,2,0,2,5730,0,11,7,1,2,4,3,3,3,Travel_Rarely,No,0,2,0
EMP003119,21,Male,Single,4,Life Sciences,Marketing,Marketing Manager,1,3,1,1,0,4002,1,14,5,3,3,4,4,2,1,Travel_Rarely,No,2,2,0
EMP003120,28,Male,Married,3,Life Sciences,R&D,Laboratory Technician,1,4,0,0,0,4338,0,13,11,2,4,3,4,3,2,Travel_Rarely,No,4,2,0
EMP003121,29,Male,Married,5,Technical Degree,R&D,Research Director,2,7,7,5,4,5845,0,14,6,4,2,4,1,4,1,Travel_Rarely,No,2,1,1
EMP003122,24,Male,Single,2,Life Sciences,Sales,Manager,1,6,0,0,0,4387,0,16,13,3,4,3,2,4,1,Travel_Rarely,No,0,3,0
EMP003123,31,Male,Single,2,Technical Degree,Operations,Operations Manager,2,6,2,2,1,6321,1,15,6,3,4,3,4,3,4,Travel_Rarely,No,0,3,0
EMP003124,32,Female,Single,4,Life Sciences,IT,Manager,1,0,0,0,0,3485,0,13,15,2,2,4,3,2,0,Travel_Rarely,No,0,3,0
EMP003125,31,Female,Married,2,Technical Degree,R&D,Manager,2,0,0,0,0,6086,1,12,16,4,4,3,3,4,3,Travel_Rarely,No,4,3,0
EMP003126,32,Male,Married,5,Human Resources,Sales,Sales Representative,2,8,2,0,0,6869,1,14,13,2,4,3,4,3,1,Travel_Rarely,No,1,3,0
EMP003127,28,Male,Divorced,4,Medical,HR,Manager,2,1,1,1,1,5075,0,18,16,1,2,3,3,2,1,Travel_Rarely,No,1,2,0
EMP003128,28,Female,Single,3,Marketing,Operations,Operations Manager,3,10,3,3,1,8105,2,14,5,1,3,3,1,2,1,Travel_Rarely,No,1,3,0
EMP003129,27,Male,Divorced,5,Medical,IT,Manager,2,1,1,1,1,4353,0,17,12,2,4,2,4,4,6,Non-Travel,No,2,4,0
EMP003130,29,Male,Married,1,Other,Sales,Sales Executive,2,11,1,1,0,7361,0,13,2,2,2,4,1,2,3,Travel_Rarely,No,1,2,0
EMP003131,23,Male,Single,3,Life Sciences,R&D,Laboratory Technician,1,5,2,1,2,4535,0,17,15,2,1,4,3,2,0,Travel_Rarely,Yes,1,4,0
